Category,Price,ImageUrl,Address,Description,Detail Url
Bureaux seulement,25 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCECDAF7DDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"6360, Rue Jean-Talon Est, Montréal (Saint-Léonard)","Espaces bureaux au 2e étage d'un immeuble propre en face de le future station de métro. Bonne visibilité, près de l'intersection Boul. Langelier. Espaces disponibles entre 600 et 2 160 pieds carrés. Bail brut (tout inclus). Suite 203 - 2 160 pieds carrés Suite 206 - 600 pieds carrés Suite 211 - 1 000 pieds carrés.",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-saint-leonard/24665698?view=Summary
Commerciale et bureaux,"34,06 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D2971495DDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"507, Place d'Armes, local 104-108, Montréal (Ville-Marie), Quartier Vieux-Montréal","Le loyer débutera à 34,06$ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. TEL QUEL. Opex & taxes foncières (est. 2021) 15,94$/pi.ca.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/11856050?view=Summary
Commerciale seulement,21 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D46652EEDDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"1095, Rue Saint-Alexandre, local 101, Montréal (Ville-Marie), Quartier Centre","Très grand Bureau, RDC au complet,emplacement exceptionnel, plein centre ville de Montréal, magnifiques bureaux avec beaucoup de cachet , plusieurs bureaux fermés, Rue St-Alexandre coin René-Lévesque, Metro, train de banlieue, voies rapides, universités, gym, restos et cafés. Les frais d'exploitation sont inclus.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/26349148?view=Summary
Commerciale et résidentielle,30 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2CA2EDBDDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"3674 - 3678, Rue Saint-Denis, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal",,https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-le-plateau-mont-royal/13498256?view=Summary
Commerciale et bureaux,2 300 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA6BA25DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"3515, Rue Masson, Montréal (Rosemont/La Petite-Patrie), Quartier Vieux-Rosemont",,https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-rosemont-la-petite-patrie/27494848?view=Summary
Bureaux seulement,1 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC0DDBA9DDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"1751, Rue Richardson, local 2300, Montréal (Le Sud-Ouest), Quartier Pointe-Saint-Charles","Espace de bureau style loft ""plug & play"" incluant 133 (2e étage), 138 (3e étage) postes de travail, situé à l'intersection des quartiers Griffintown et Pointe-Saint-Charles, près du Canal Lachine. Meubles de haute qualité Teknion disponibles. Transport en commun -- autobus 71 / 107 via metro Charlevoix, 57 via metro Lucien-l'Allier. Contactez le courtier pour taux de location.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-sud-ouest/13587408?view=Summary
Commerciale et bureaux,"15,43 $",https://mspublic.centris.ca/media.ashx?id=ADDD250DCA899CADDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"507, Place d'Armes, local 2200, Montréal (Ville-Marie), Quartier Vieux-Montréal","Le loyer débutera à 48,43$ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. TEL QUEL. Opex & taxes foncières (est. 2022) 16,57$/pi.ca. Allocation locative à négocier",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/9297473?view=Summary
Commerciale et bureaux,3 500 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE18CD7DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"1160, Rue MacKay, local 205, Montréal (Ville-Marie), Quartier Mille Carré Doré",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/26652996?view=Summary
Bureaux seulement,12 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC24FF1EDDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"506, Rue McGill, Montréal (Ville-Marie), Quartier Centre","Espace de bureaux style loft sur la prestigieuse rue McGill. Haut plafond, plancher de bois franc et puits de lumière offrant une grande luminosité naturelle. Étage privé avec accès direct par ascenseur et salles de bain privées. 12,00 $ net. 15,56 $ loyer additionnel. Électricité au compteur.",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-ville-marie/21229985?view=Summary
Commerciale et bureaux,"15,43 $",https://mspublic.centris.ca/media.ashx?id=ADDD250DCA8916FDDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"507, Place d'Armes, local 1101, Montréal (Ville-Marie), Quartier Vieux-Montréal","Le loyer débutera à 15,43$ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. TEL QUEL. Opex & taxes foncières (est. 2022) 16,57$/pi.ca. Allocation locative à négocier",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/14399711?view=Summary
Commerciale et industrielle,13 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA49871DDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"5045, Rue Ontario Est, Montréal (Mercier/Hochelaga-Maisonneuve), Quartier Hochelaga-Maisonneuve",,https://www.centris.ca/fr/batisse-industrielle~a-vendre~montreal-mercier-hochelaga-maisonneuve/22373736?view=Summary
Bureaux seulement,600 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D27B8624DDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"933, Rue Ontario Est, local LOCAL 20, Montréal (Ville-Marie), Quartier Centre",1 bureau disponible,https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/15416431?view=Summary
Bureaux seulement,12 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D266A594DDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"1100, boulevard Crémazie Est, Montréal (Villeray/Saint-Michel/Parc-Extension), Quartier Villeray","Espace bureau de 9,567 pieds carrés en bordure de l'autoroute 40. Aménagements ouverts et modernes. Vaste stationnement et accès direct au transport en commun. Près de tous les services. Mobilier disponible. Loyer de base: 12.00$/pc + 14.00$/pc pour taxes et frais d'exploitation (incluant entretien ménager). Aménagements à discuter.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-villeray-saint-michel-parc-extension/17156530?view=Summary
Industrielle et bureaux,"19,21 $",https://mspublic.centris.ca/media.ashx?id=ADDD250DCDEE425DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"5000, Rue D'Iberville, local 239, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal",Espace style loft bureau d'une superficie de 2 454 pi². Différentes possibilités de grandeurs s'offrent à vous (1200 à 2000 pi²). Belle luminosité. Localisation centrale sur île de Montréal sur D'Iberville à proximité de l'Avenue Mont-Royal. Accessibilité facile.,https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/19272876?view=Summary
Commerciale et bureaux,1 576 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEDFDC5DDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"4810, Rue Jean-Talon Ouest, local 401, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quartier Côte-des-Neiges",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/26914243?view=Summary
Bureaux seulement,"14,50 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D22FBA56DDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"9250, boulevard de l'Acadie, local MEZZ, Montréal (Ahuntsic-Cartierville), Quartier Nouveau Bordeaux",,https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-ahuntsic-cartierville/19961732?view=Summary
Commerciale et bureaux,25 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC224F46DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"2227, Rue Bélanger, Montréal (Villeray/Saint-Michel/Parc-Extension), Quartier Villeray","TAUX de location SEMI BRUT: 25$ /pi.ca.; Superficie RDC ± 1000 pi.ca. ; Le taux de loyer sera calculé sur la superficie du RDC, sur la totalité de la superficie incluant les aires communes; Idéal pour bureau, clinique, commerce; la supérfice disponible ± 1000 pi. ca. (incluant les aires communes.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-villeray-saint-michel-parc-extension/22897170?view=Summary
Commerciale et bureaux,55 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA0700EDDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"1555, boulevard René-Lévesque Ouest, local CMRCL, Montréal (Ville-Marie), Quartier Mille Carré Doré","Trois unités commerciales au coin de René-Lévesque et Guy. Les unités 1 et 2 ont une superficie combinée de 3 110 pieds carrés et ont accès à une terrasse de 6 000 pieds carrés. L'unité 3 est intérieure et a 1,500 pieds carrés. Les espaces sont livrés en état de coquille Vanille. 11 psi doit être ajouté au prix demandé pour un loyer additionnel.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/15775212?view=Summary
Commerciale et bureaux,25 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC2F3BC0DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"5199, Rue Sherbrooke Est, Montréal (Rosemont/La Petite-Patrie), Quartier Cité-Jardin",Plusieurs unités commerciales disponibles dans le village olympique historique qui a été construit à l'origine pour les Jeux olympiques de 1976 et ensuite converti en appartements haut de gamme - venez installer votre entreprise et faites partie de l'histoire.,https://www.centris.ca/fr/local-commercial~a-louer~montreal-rosemont-la-petite-patrie/27613173?view=Summary
Commerciale et industrielle,18 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA55A05DDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"9350, boulevard Pie-IX, Montréal (Villeray/Saint-Michel/Parc-Extension), Quartier Saint-Michel",Bâtiment industriel et commercial de ±35 058 pi² sur un terrain de ±88 740 pi² situé sur une artère achalandée. 8 portes au sol.,https://www.centris.ca/fr/batisse-commerciale~a-vendre~montreal-villeray-saint-michel-parc-extension/16079565?view=Summary
Bureaux seulement,41 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCAD0E6BDDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"1170, Rue Hickson, Montréal (Verdun/Île-des-Soeurs), Quartier Verdun",,https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-verdun-ile-des-soeurs/12475301?view=Summary
,250 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D25F97A8DDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"1050P, Rue Drummond, Montréal (Ville-Marie), Quartier Centre Ouest",Garage à louer $250/mois,https://www.centris.ca/fr/terrain~a-louer~montreal-ville-marie/24275668?view=Summary
Commerciale seulement,"19,75 $",https://mspublic.centris.ca/media.ashx?id=ADDD250DCA25196DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"2532, Rue Sainte-Catherine Est, Montréal (Ville-Marie), Quartier Centre","Local commercial à louer, immeuble situé sur le coin de la rue Sainte-Catherine E et Frontenac. Métro Frontenac à 8 minutes à pied. Le local est 100% aménagé en brasserie, il offre une superficie totale de 2 800 pieds carrés. Idéal pour un restaurant, bar et bistro. Possibilité de transfert du permis d'alcool et des loteries vidéo (10). Ne manquez pas cet emplacement de choix pour cette activité.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/15567084?view=Summary
Commerciale et bureaux,850 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE968CEDDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"859, boulevard De Maisonneuve Est, local 201, Montréal (Ville-Marie), Quartier Village","Situer au coeur Ville-Marie, espaces commercials/ bureaux de 700 pdc combinant 2 pièces fermées et communiquant au 2eme étage de l'immeuble. Idéal pour centre professionnel, clinique & autres. A 2 minutes à pieds du Métro Berri, Quartier des Spectacles, UQAM, Vieux Port, Aut. 720 & plus. Occupation Immédiatement.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/17664214?view=Summary
Bureaux seulement,"24,85 $",https://mspublic.centris.ca/media.ashx?id=ADDD250DC299398DDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"410, Rue Saint-Nicolas, local 600, Montréal (Ville-Marie), Quartier Vieux-Montréal",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/28178913?view=Summary
Bureaux seulement,3 150 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCC44F17DDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"4689, Avenue Papineau, local 204, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal","Partie du 2e étage idéal pour OBNL qui bénéficierait d'une exemption de taxes foncières donc un loyer inférieur de 4110$ par mois. Espace lumineux dans édifice de qualité avec air climatiseur centrale et adapté pour personne à mobilité réduite avec ascenseur. Excellent emplacement dans le Plateau, seulement à quelques minutes du Centre-Ville, facilement accessible par le transport en commun ou par l'autoroute 335/19.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/10676277?view=Summary
Commerciale seulement,"26,50 $",https://mspublic.centris.ca/media.ashx?id=ADDD250DCA0545EDDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"1678, Rue Thierry, Montréal (LaSalle)","593 pc d'espace de bureau, 26,5 $ par pc (annuel) chauffage électricité inclus! Parfaitement situé à Lassale, près du boul.Newman, entrée indépendante!Visibilité sur rue!disponible immédiatement.Aucun commerce d'alimentation ou de restauration!Bail de 3 ans avec option de renouvellement",https://www.centris.ca/fr/local-commercial~a-louer~montreal-lasalle/27032129?view=Summary
Bureaux seulement,1 625 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA7654BDDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"204, Rue Notre-Dame Ouest, local 202, Montréal (Ville-Marie), Quartier Vieux-Montréal",*DISPONIBLE DÈS MAINTENANT* Superbe espace de 782 Pi.Ca dans immeuble historique du Vieux-Montréal. L'espace offre une fenestration et une luminosité abondante. Idéal pour bureau professionnel ou agence. Le loyer inclus toutes les charges additionnelles. Localisation AAA a deux pas du métro Square Victoria ou Place d'Armes. Stationnement disponible avec l'immeuble,https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/25093021?view=Summary
Commerciale et bureaux,895 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA5F63DDDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"3990, Rue Jarry Est, local C, Montréal (Villeray/Saint-Michel/Parc-Extension), Quartier Saint-Michel","Emplacement Ideal coin Jarry E - PIE IX. Espace de bureau et/ou commercial disponible pour occupation immediate. Parfait pour bureaux professionnels, tel que : architecte, ingénieur, comptable, notaire, psychologue, clinique médical, clinique dentaire et autres, ou usages commerciaux.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-villeray-saint-michel-parc-extension/28120206?view=Summary
Commerciale seulement,30 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC1AC11CDDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"2120, Rue De Bleury, Montréal (Ville-Marie), Quartier Centre","Nouveau sur le marché! Espace au rez-de-chaussée à louer, à deux pas du Quartier des spectacles. Cet espace commercial bénéficie de plafonds à double hauteur et idéal pour un usage de vente au détail ou un salon / spa, des usages médicaux ou un usage liés à la santé ou des bureaux professionnels. Le loyer additionnel, estimé à 14,45$ ppc doit être ajouté au prix demandé.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/26450171?view=Summary
Commerciale seulement,1 700 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA59D9BDDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"4662, Avenue Papineau, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal","Très beau local commercial de 1850 sf, idéal pour magasin au détail ou service. Spacieux et près de l'avenue Mont-Royal au Plateau qui procure clientèle et visibilité avec ses 2 vitrines. Stationnement pour personnel derriere. Nécessite rénovations, Facile à visiter!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/20887508?view=Summary
Commerciale et bureaux,23 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC14FB6CDDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"2815, Rue Sherbrooke Est, local 301, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal","Loyer net est de 23,00 $ par pi.ca. (+ tps/tvq) et le loyer additionnel est de 11,90 $ par pi. ca. (+ tps/tvq) , sujet a des ajustements annuels.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/15521623?view=Summary
Bureaux seulement,901 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCAE3208DDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"356, 90e Avenue, local 101, Montréal (LaSalle)","Espace bureau à louer pour professionnel. local lumineux avec 2 espaces de rangement privés. La location du bureau comprend le WIFI, l'accès à la salle de conférence sur réservation, la salle d'attente (accueil de 8h30 à 4h30 du lundi au jeudi, vendredi 16h) et l'accès à la cuisine. Profitez de l'achalandage des autres professionnels sur place. A noter, en raison des autres occupants, pas d'huissier.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-lasalle/24694719?view=Summary
Commerciale et bureaux,25 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCC38722DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"6500, Rue Hutchison, Montréal (Outremont)",Espace commercial à louer près du nouveau campus de l'Université de Montréal à Outremont. L'espace commercial se trouve au pied d'un immeuble résidentiel de nouveau construction. Les hauteur de plafond sont 16 pieds avec fenêtres du sol au plafond et fenestration sur trois côtés. Possibilité de terrasse privée sur une propriété privée. Conduit d'évacuation amené sur les lieux. Les taxes et les frais d'exploitation sont estimés à 11 $ par pied carré et doivent être ajoutés au prix demandé.,https://www.centris.ca/fr/local-commercial~a-louer~montreal-outremont/14564499?view=Summary
Commerciale et bureaux,800 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA0A8F3DDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"2910, boulevard Saint-Joseph, local SS2, Montréal (Lachine), Quartier Est","*Édifice à bureaux professionnel charmant et élégant situé sur le boul. St-Joseph. au coeur de Lachine avec vue magnifique sur le Lac Saint-Louis.* L'immeuble a été complètement renové au fil des années. Très bien entretenue, lumineux et bien insonorisé.",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-lachine/26410270?view=Summary
Commerciale et bureaux,16 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D296D89BDDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"8000, boulevard Décarie, local 210, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quartier Côte-des-Neiges","Le loyer débutera à 16,00$ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. Taxes foncières (est. 2021) 8,23$ / pi. ca. et Frais d'opérations (2021) 4,97$ / pi. ca. et électricité 2,80$/pi.ca.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/21563288?view=Summary
Commerciale et bureaux,2 125 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEBDB14DDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"1230, Rue Saint-Denis, Montréal (Ville-Marie), Quartier Centre","*EMPLACEMENT DE CHOIX* Local situé à côté du CHUM (Hôpital) & de l'Université. Une porte d'entrée principale pour l'hôpital directement en face de l'espace à louer dans un proche avenir. Ce qui en fait un espace idéal pour un médecin ou un bureau de santé, restaurant ou pour toute autre activité de vente au détail. L'espace a été totalement rénové il y a quelques années. Ne ratez rien...faites vite!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/22127505?view=Summary
Bureaux seulement,25 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC261736DDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"1411, Rue Peel, Montréal (Ville-Marie), Quartier Mille Carré Doré","Loyet net de 25,00 $ / pi. ca. Loyer additionnel de 25,71$/pi. ca. Électricité et nettoyage quotidien inclus. Stationnement à 450 $ / espace / mois. Espace de bureau bien aménagé et rénové dans une tour de bureaux style boutique. Directement relié au réseau piétonnier souterrain et à la station de métro Peel.",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-ville-marie/21660898?view=Summary
Commerciale seulement,35 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC4E6EC7DDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"2006, Rue Saint-Denis, Montréal (Ville-Marie), Quartier Centre","Incroyable unité d'angle pour un restaurant, café, comptoir à emporter ou traiteur au pied d'un hôtel et entouré de restaurants et détaillants populaires. La livraison de la nouvelle façade est prévue pour le 1er août 2022. À proximité du métro Berri-Uquam, de l'Université du Québec à Montréal et de l'hôpital CHUM. À quelques pas de Uniburger, d'un cinéma, d'hôtels, de Sushi Momo, de 3 Amigos et plus encore. Espace à l'avant pour un potentiel de sièges supplémentaires. Loyer supplémentaire d'environ 9,28 $/pi2.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/23237639?view=Summary
Commerciale seulement,3 500 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCED0070DDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"4863, Rue Notre-Dame Ouest, Montréal (Le Sud-Ouest), Quartier Saint-Henri/Petite Bourgogne","Grand espace de 1750PC avec une belle façade rénovée. Emplacement de choix dans le quartier en développement de Saint-Henri. Rénovation complète de la façade extérieur et restauration de l'immeuble complet. Grand sous-sol 100 % operable . Proche de Lucille's, studio de boxe, galerie d'art, etc! Opportunité unique pour ouvrir un nouveau commerce!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-sud-ouest/15931425?view=Summary
Bureaux seulement,700 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC4D1C52DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"4485, Rue Saint-Denis, local 304, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal","Notre mission avec ce nouveau Centre d'Affaire est d'offrir une agréable et tranquille atmosphère de travail à une gamme de professionnels. Un complexe où l'on joint l'utile à l'agréable ce qui renforce le rythme de travail. Son emplacement coin St-Denis/Mont-Royal, eau coeur du Plateau Mont-Roya",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/10976825?view=Summary
Industrielle et bureaux,12 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D273688DDDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"675, Rue Butler, Montréal (Le Sud-Ouest), Quartier Pointe-Saint-Charles","Entrepôt et bureau 9,040 pi.ca. avec bureau sur 2 étages. Hauteur libre entrepôt 16`. Porte niveau sol. Stationnement dans la rue. Prix de location brut 12.00 $ le pi.ca. + frais d`énergie. Pour plus information, svp contacter M. Warren Suissa, courtier immobilier commercial chez Immeubles Michael White au 514-806-3103 ou warren@warrensuissa.ca",https://www.centris.ca/fr/batisse-industrielle~a-louer~montreal-le-sud-ouest/28373209?view=Summary
Commerciale et résidentielle,25 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA348ACDDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"590, Rue Viau, local C, Montréal (Mercier/Hochelaga-Maisonneuve), Quartier Hochelaga-Maisonneuve","Opportunité à ne pas manquer! Super local en construction disponibles à la location, situé au rez-de-chaussée d'un semi-commercial avec une superficie d'environ 5 019 pi², idéal pour un commerce de détail. Soyez la première bannière à vous installer dans ce quartier qui prend de la vie. Possibilité de nouvelle station du REM de l'Est qui accentuera l'essor du secteur.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-mercier-hochelaga-maisonneuve/21374481?view=Summary
Commerciale et bureaux,16 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D296DF1FDDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"8000, boulevard Décarie, local 310, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quartier Côte-des-Neiges","Le loyer débutera à 16,00$ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. Taxes foncières (est. 2021) 8,23$ / pi. ca. et Frais d'opérations (2021) 4,97$ / pi. ca. et électricité 2,80$/pi.ca. Meubles disponibles sur demande.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/21754055?view=Summary
Bureaux seulement,"17,50 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D2580BC1DDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"1405, boulevard Henri-Bourassa Ouest, local 110, Montréal (Ahuntsic-Cartierville), Quartier Nouveau Bordeaux",Bureau rénové. Bureau #110 2982pc. / Bureau #110A 1432pc. /,https://www.centris.ca/fr/local-commercial~a-louer~montreal-ahuntsic-cartierville/14875199?view=Summary
Bureaux seulement,740 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE6D067DDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"6843 - 6845, Rue Jarry Est, Montréal (Saint-Léonard)",,https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-saint-leonard/21589293?view=Summary
Commerciale seulement,2 174 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA5A619DDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"8042, Rue Saint-Hubert, Montréal (Villeray/Saint-Michel/Parc-Extension), Quartier Villeray","Local commercial à louer. Environ 1 600 pc, à aire ouverte. Usage des lieux possible: bureau, clinique dentaire, clinique de beauté, marché, magasin ou autre. Situé près de tous les services, ce local vous plaira assurément. Une visite et vous serez conquis!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-villeray-saint-michel-parc-extension/14157381?view=Summary
Commerciale seulement,3 300 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA9213DDDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"770, boulevard Rosemont, Montréal (Rosemont/La Petite-Patrie), Quartier La Petite-Patrie","Très bon emplacement pour ouvrir votre propre restaurant! À quelques pieds du métro Rosemont, et entouré de nombreux immeubles résidentiels et bureaux et à proximité de la bibliothèque Marc-Favreau! Visibilité incroyable! Parfait pour un restaurant avec droit exclusif de vente de sushi, bubble tea et baguette vietnamienne (Bánh Mì) dans le même bâtiment! Le propriétaire recherche un bail de 3 ans (minimum). Louez ici pour réaliser votre rêve de restaurateur ! Une visite s'impose!!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-rosemont-la-petite-patrie/20623859?view=Summary
,220 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA6FFDFDDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"1S, boulevard De Maisonneuve Ouest, Montréal (Ville-Marie), Quartier Centre",,https://www.centris.ca/fr/terrain~a-louer~montreal-ville-marie/20264999?view=Summary
200 pc,200 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC4FE165DDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"350S, boulevard De Maisonneuve Ouest, Montréal (Ville-Marie), Quartier Centre","C'est un espace de stationnement souterrain seulement, pas un terrain. Place-des-Arts Metro est sous le bâtiment, à distance de marche de McGill U, U Concordia, UQAM, Complexe Desjardins, China Town, Place Ville Marie, etc. Excellent emplacement au centre-ville de Montréal.",https://www.centris.ca/fr/terrain~a-louer~montreal-ville-marie/16890720?view=Summary
