Page,Url,Image,Portion,Cooking Time,Title,Content,Ingredients,Recipe Yield
86,https://www.bucataras.ro/retete/iahnie-de-fasole-2812.html,https://www.bucataras.ro/uploads/modules/news/2812/656x440_iahnie-de-fasole-11572.jpg,4,90,Sült bab,"böjt, és mi megy jobban, mint a babsült :))","fehér bab 250 gr
só
hagyma 1 db
fokhagyma 5 gerezd
paradicsompüré 2 evőkanál
olaj","1) A fokhagyma nem kötelező, használhat egy teáskanál granulált fokhagymát, hogy az íz jobban felszívódjon.
2) Adhatunk hozzá egy marék kimagozott olajbogyót is a paprikával és a többi fűszerrel együtt."
86,https://www.bucataras.ro/retete/salam-de-biscuiti-reteta-de-post-2829.html,https://www.bucataras.ro/uploads/modules/news/2829/656x440_salam-de-biscuiti-de-post-11667.jpg,3,60,Keksz szalámi recept (böjt),Keksz szalámi recept,"Keksz szalámi recept
400 g petit beurre keksz a LU-ból
egy csomag margarin
3 evőkanál cukor
6 evőkanál kakaó
körülbelül 100 ml vizet
4 tasak vaníliás cukor
a rum esszenciája
300 g szar-
200 g dió
kókusz a díszítéshez","1) A fokhagyma nem kötelező, használhat egy teáskanál granulált fokhagymát, hogy az íz jobban felszívódjon.
2) Adhatunk hozzá egy marék kimagozott olajbogyót is a paprikával és a többi fűszerrel együtt."
86,https://www.bucataras.ro/retete/mancare-de-spanac-2840.html,https://www.bucataras.ro/uploads/modules/news/2840/656x440_mancare-de-spanac-11700.jpg,3,60,Spenót étel,"Ha még böjtölünk, gondoltam készítek egy spenótos ételt...","egy nagy hagyma
500 g fagyasztott Bonduelle spenót
200 g paradicsomlé
1-2 evőkanál olívaolaj
1/2 citrom
só bors","1) A fokhagyma nem kötelező, használhat egy teáskanál granulált fokhagymát, hogy az íz jobban felszívódjon.
2) Adhatunk hozzá egy marék kimagozott olajbogyót is a paprikával és a többi fűszerrel együtt."
86,https://www.bucataras.ro/retete/cornulete-in-doua-culori-de-post--2853.html,https://www.bucataras.ro/uploads/modules/news/2853/656x440_cornulete-in-doua-culori-de-post--11761.jpg,-,120,Kornelettek két színben (böjt),A receptet kb 15 éve megvan a kedves Lili nénitől...nagyon jó kiflik :D a megadott mennyiségekből NAGYON sok a kifli :D,"egy csésze vizet
1/2 csésze cukor
FŰSZEREK
 
200 g olaj
300 g ásványvíz
4 evőkanál cukor
1 tasak sütőpor vagy 1 kocka élesztő
2 tasak vaníliás cukor
lisztet, amennyit tartalmaz
- ugyanaz, mint az első lap, csak a vaníliás cukrot rumesszenciára cseréljük és két nagy kanál kakaót adunk hozzá
 
500 g szart
 
kókusz vagy cukor","1) A fokhagyma nem kötelező, használhat egy teáskanál granulált fokhagymát, hogy az íz jobban felszívódjon.
2) Adhatunk hozzá egy marék kimagozott olajbogyót is a paprikával és a többi fűszerrel együtt."
86,https://www.bucataras.ro/retete/mancare-de-fasole-verde-2866.html,https://www.bucataras.ro/uploads/modules/news/2866/656x440_mancare-de-fasole-verde-11836.jpg,-,60,Zöldbabliszt,A receptet kb 15 éve megvan a kedves Lili nénitől...nagyon jó kiflik :D a megadott mennyiségekből NAGYON sok a kifli :D,"2 doboz zöldbab (400 g x 2)
3 alkalmas hagyma
1 piros kaliforniai paprika
5 nagy paradicsom
só bors
olaj",1) opcionálisan tehetünk bele egy gerezd kinyomott fokhagymát a hagyma és a bors megdinsztelésekor
86,https://www.bucataras.ro/retete/ciorba-de-fasole-cu-zeama-de-varza-de-post--2886.html,https://www.bucataras.ro/uploads/modules/news/2886/656x440_ciorba-de-fasole-cu-zeama-de-varza-de-post--11944.jpg,-,90,Bableves káposzta levével (böjt),"nem a kedvencem, de apám szereti... :)","1/2 kg bab
2 sárgarépa
1 paszternák
1 kaliforniai paprika
1 liter káposztalé
2-3 evőkanál paradicsompüré
egy marék tészta
lovage
petrezselyem
3 hagyma
2 evőkanál olaj
tárkony, só és bors",1) opcionálisan tehetünk bele egy gerezd kinyomott fokhagymát a hagyma és a bors megdinsztelésekor
86,https://www.bucataras.ro/retete/pate-de-soia-2915.html,https://www.bucataras.ro/uploads/modules/news/2915/656x440_pate-de-soia-12021.jpg,-,120,Szójabab foltok,"nem a kedvencem, de apám szereti... :)","1 csésze szója
20 ml olajat
1 hagyma
50 ml paradicsomlé
só
zöld petrezselyem",1) opcionálisan tehetünk bele egy gerezd kinyomott fokhagymát a hagyma és a bors megdinsztelésekor
86,https://www.bucataras.ro/retete/burgeri-din-fulgi-de-ovaz-2931.html,https://www.bucataras.ro/uploads/modules/news/2931/656x440_burgeri-din-fulgi-de-ovaz-12452.jpg,-,60,Zabpehely burgerek,"nem a kedvencem, de apám szereti... :)","500 g zabpehely
150 gr darált dió
1 1/2 piros kaliforniai paprika
2 hagyma
7 csésze víz
4-5 gerezd fokhagyma
1 evőkanál oregánó
kakukkfű
majoránna
só
2 l olaj
2 lg kényes
10 zsemle",1) opcionálisan tehetünk bele egy gerezd kinyomott fokhagymát a hagyma és a bors megdinsztelésekor
86,https://www.bucataras.ro/retete/cartofi-copti-umpluti-cu-legume-2945.html,https://www.bucataras.ro/uploads/modules/news/2945/656x440_cartofi-copti-umpluti-cu-legume-12089.jpg,4,60,Zöldségekkel töltött sült burgonya,"nem a kedvencem, de apám szereti... :)","4-5 burgonya
2 paradicsom
1 paprika
1 hagyma
parmezán
petrezselyem
olaj
só",1) opcionálisan tehetünk bele egy gerezd kinyomott fokhagymát a hagyma és a bors megdinsztelésekor
86,https://www.bucataras.ro/retete/cartofi-copti-umpluti-cu-braza-galbena-3010.html,https://www.bucataras.roNone,-,15,"Sült burgonya, sárga sajttal töltve","Nem, mert szinte a teljes receptet felfedtem a címben. Ez egyike azoknak a szuperegyszerű dolgoknak, amelyekre ha ráakadsz, azt mondod: ""hogy lehet, hogy ez eddig nem jutott eszembe?!"". Ideális hosszú téli estékre, kályha mellé (hol vannak a szerencsések, akiknek van ilyen)","szép, közepes/nagy burgonya
reszelt sárga sajt, amelyből van - sajt, ementáli, gruyere
fekete bors, lehetőleg frissen őrölt
alufólia","1) Túl egyszerű és túl jó ahhoz, hogy tippjei legyenek."
86,https://www.bucataras.ro/retete/varza-cu-ciuperci-uscate-masa-de-craciun-poloneza--3116.html,https://www.bucataras.ro/uploads/modules/news/3116/656x440_varza-cu-ciuperci-uscate-masa-de-craciun-poloneza--12651.jpg,4,60,Káposzta szárított gombával (lengyel karácsonyi étkezés),"Kíváncsi voltam, miért dicsérik ennyire ezt a káposztás ételt, ezért feltöltöttem készletet és kipróbáltam magam is! Nagyon jó és a hallottaim szerint vagy simán tálalják, vagy köretként a steak mellé, vagy pierogi töltelékként, vagy főtt tojással és citromhéjjal összekeverve és pitébe rakva! Mi több! egyszerű és ízletes recept, számtalan felhasználási lehetőséggel :) Nézd, mi így készítünk 12 receptet a lengyel karácsonyi asztalra, hehe!","500 gramm savanyú káposzta
100 gramm szárított gomba (Muru gombát találtam, nagyon jó)
két babérlevél
egy közepes hagyma (nekem 2 kisebb volt)
só
bors
repceolaj (musai, mert különleges aromát ad, mint egy dió)","1) Túl egyszerű és túl jó ahhoz, hogy tippjei legyenek."
86,https://www.bucataras.ro/retete/pilaf-cu-legume-si-ciuperci-3170.html,https://www.bucataras.ro/uploads/modules/news/3170/656x440_pilaf-cu-legume-si-ciuperci-12819.jpg,-,30,Pilaf zöldségekkel és gombával,"Kíváncsi voltam, miért dicsérik ennyire ezt a káposztás ételt, ezért feltöltöttem készletet és kipróbáltam magam is! Nagyon jó és a hallottaim szerint vagy simán tálalják, vagy köretként a steak mellé, vagy pierogi töltelékként, vagy főtt tojással és citromhéjjal összekeverve és pitébe rakva! Mi több! egyszerű és ízletes recept, számtalan felhasználási lehetőséggel :) Nézd, mi így készítünk 12 receptet a lengyel karácsonyi asztalra, hehe!","1 pohár rizs vagy 1 kis csésze
2 sárgarépa
1 cukkini
2 kaliforniai paprika
2 hagyma
½ kg gomba
Édes Boya
Törékeny","1) Túl egyszerű és túl jó ahhoz, hogy tippjei legyenek."
86,https://www.bucataras.ro/retete/turta-sau-pelincutele-domnului-3260.html,https://www.bucataras.ro/uploads/modules/news/3260/656x440_turta-sau-pelincutele-domnului-13263.jpg,-,90,az úri sütemény vagy pelincut,"Kíváncsi voltam, miért dicsérik ennyire ezt a káposztás ételt, ezért feltöltöttem készletet és kipróbáltam magam is! Nagyon jó és a hallottaim szerint vagy simán tálalják, vagy köretként a steak mellé, vagy pierogi töltelékként, vagy főtt tojással és citromhéjjal összekeverve és pitébe rakva! Mi több! egyszerű és ízletes recept, számtalan felhasználási lehetőséggel :) Nézd, mi így készítünk 12 receptet a lengyel karácsonyi asztalra, hehe!","2 csomag pitelap
700 g dió
1 narancshéj
1 citrom héja
200 gramm cukor
1 l víz
500 gramm cukor
1 rum esszencia
1 vanília esszencia","1) Túl egyszerű és túl jó ahhoz, hogy tippjei legyenek."
86,https://www.bucataras.ro/retete/chiftele-de-cartofi-usturoiate-si-gogosariate-3289.html,https://www.bucataras.ro/uploads/modules/news/3289/656x440_chiftele-de-cartofi-usturoiate-si-gogosariate-13386.jpg,4,90,Burgonya húsgombóc fokhagymával és fánkkal,"Ízében a klasszikus burgonyaételhez hasonló recept, csak vonzóbb és lágyabb.","10 burgonya
6 gerezd fokhagyma
2 evőkanál lisztet
1 evőkanál olaj
bazsalikom, kapor, oregánó, édes paprika
2 nagy fánk
1 hagyma
1 doboz paradicsom húslevesben
só bors","1) Én a diétásabb változatot részesítettem előnyben, és a húsgombócokat sütés helyett a sütőbe tettem kicsit (10 percre) száradni egy sütőpapírral bélelt tepsire."
86,https://www.bucataras.ro/retete/fasolica-tartinabila-3328.html,https://www.bucataras.ro/uploads/modules/news/3328/656x440_fasolica-tartinabila-13538.jpg,15,120,Bean kenni,"Ma főztem először babot és érzelmeim ellenére finom lett. Mivel többet főztem (1 kg), úgy döntöttem, hogy a feléből felvert babot készítek, a többit pedig a levesre hagyom, aminek receptjét fent találjátok.","500 g fehér bab
2 evőkanál bazsalikom
1 evőkanál zúzott fokhagyma
1 teáskanál édes paprika
2 evőkanál olaj","1) Száraz bazsalikomot is teszünk a levesbe, hogy csökkentsük a puffadást. Ha nem szereted a bazsalikom ízét, de van friss bazsalikom (csokorban), akkor beleteheted abba a vízbe, amibe az esti babot ázatom, majd kidobhatod."
86,https://www.bucataras.ro/retete/icre-false-3403.html,https://www.bucataras.ro/uploads/modules/news/3403/656x440_icre-false-13850.jpg,-,60,Hamis spawn,"Ma főztem először babot és érzelmeim ellenére finom lett. Mivel többet főztem (1 kg), úgy döntöttem, hogy a feléből felvert babot készítek, a többit pedig a levesre hagyom, aminek receptjét fent találjátok.","300 ml vizet
 3 lg búzadara
 500 gr főtt karfiol
 olaj
 só citromlé
 egy nagy hagyma","1) Száraz bazsalikomot is teszünk a levesbe, hogy csökkentsük a puffadást. Ha nem szereted a bazsalikom ízét, de van friss bazsalikom (csokorban), akkor beleteheted abba a vízbe, amibe az esti babot ázatom, majd kidobhatod."
86,https://www.bucataras.ro/retete/pate-de-soia-3405.html,https://www.bucataras.ro/uploads/modules/news/3405/656x440_pate-de-soia-13861.jpg,-,120,Szójabab foltok,"Ma főztem először babot és érzelmeim ellenére finom lett. Mivel többet főztem (1 kg), úgy döntöttem, hogy a feléből felvert babot készítek, a többit pedig a levesre hagyom, aminek receptjét fent találjátok.","BAB
 
a víz
 
olaj
 
oregano
 
bazsalikom
 
fokhagyma
 
só","1) Száraz bazsalikomot is teszünk a levesbe, hogy csökkentsük a puffadást. Ha nem szereted a bazsalikom ízét, de van friss bazsalikom (csokorban), akkor beleteheted abba a vízbe, amibe az esti babot ázatom, majd kidobhatod."
86,https://www.bucataras.ro/retete/fasole-in-paine-3438.html,https://www.bucataras.ro/uploads/modules/news/3438/656x440_fasole-in-paine-14035.jpg,4,120,Bab kenyérben,"Ma főztem először babot és érzelmeim ellenére finom lett. Mivel többet főztem (1 kg), úgy döntöttem, hogy a feléből felvert babot készítek, a többit pedig a levesre hagyom, aminek receptjét fent találjátok.","100 ml vizet
200 ml tej
150 g teljes kiőrlésű liszt
350 g fehér liszt
2 teáskanál száraz élesztő
1 teáskanál só
1 teáskanál cukor
2 evőkanál olaj
500 g bab
2 hagyma
1 sárgarépa
2-3 evőkanál olívaolaj
1 csésze paradicsomlé
1 babérlevél
só, bors
kakukkfű
zöld petrezselyem","1) A zsemle magját a hűtőben tarthatja a húsgombóchoz, vagy száríthatja a sütőben, és zsemlemorzsát készíthet belőle."
86,https://www.bucataras.ro/retete/gomboti-galuste-cu-prune-de-post-3475.html,https://www.bucataras.ro/uploads/modules/news/3475/656x440_gomboti-galuste-cu-prune-de-post-14248.jpg,-,30,Gomboti [gombóc] szilvával,böjti napokon nálunk nagyon kedvelt desszert,"1 kg fehér burgonya
200 gr fehér liszt - [rozsot teszek]
4 evőkanál olaj
4 kanál cukor [porcukorral és vaníliával kevertem össze]
500 g szilva
fahéj
só-
500 gr zsemlemorzsa
100 ml olaj a zsemlemorzsa sütéséhez
cukor számára keksz","1) a gobokat megfőzzük az edényben, amikor a felszínre emelkednek
2) melegen és hidegen is tálalhatók
3) használhat fagyasztott vagy 24 órán át áztatott aszalt szilvát
4) más gyümölccsel is elkészíthetők: őszibarack, sárgabarack, bogyós gyümölcsök stb."
87,https://www.bucataras.ro/retete/tocanita-de-ciuperci-2750.html,https://www.bucataras.roNone,-,15,Gombapörkölt,"Tálalhatjuk úgy is, mint köretként.","-
500 gr gomba
1 sárgarépa
2 vöröshagyma
2 hámozott paradicsom
1 csokor kapor
4 gerezd fokhagyma
só, bors, szerecsendió","1) a gobokat megfőzzük az edényben, amikor a felszínre emelkednek
2) melegen és hidegen is tálalhatók
3) használhat fagyasztott vagy 24 órán át áztatott aszalt szilvát
4) más gyümölccsel is elkészíthetők: őszibarack, sárgabarack, bogyós gyümölcsök stb."
87,https://www.bucataras.ro/retete/chiftelute-de-zucchini-cu-sos-de-mazare-proaspata-1519.html,https://www.bucataras.ro/uploads/modules/news/1519/656x440_chiftelute-de-zucchini-cu-sos-de-mazare-proaspata-6381.jpg,4,90,Cukkinis húsgombóc friss borsószósszal,"Szín- és ízcsoda! Változás miatt próbáltam ki ezt a receptet. Másra vágytam az örök színekre és ízekre. Tehát a konyhában való játéknak megvolt a hatása. És az íze pont megfelelő volt. Nagyon könnyű, ízletes, aromás, egyedi étel. Meleg aperitifnek, de akár könnyű vacsorának is illik. Neked is ajánlom, ha vendégeid vannak, vagy ha megtisztelsz magad egy ilyen lakomával.","4 megfelelő nagy cukkini
100 gr Gouda vagy Parmiggiano sajt
70 gr áztatott és kifacsart kenyér
1 tojás
2 gerezd fokhagyma
4 evőkanál olívaolaj
1 teáskanál apróra vágott kaprot
só
fehér bors
oregano
rozmaring ízlés szerint
annyi zsemlemorzsa, amennyi szükséges egy süteményhez, amiből fasírtokat formázhatunk
400 gr zöldborsó
1 hagyma
4 evőkanál olívaolaj
1 csokor zöldpetrezselyem
só
fekete bors ízlés szerint","1) A gyönyörű megjelenés érdekében a húsgombócokat nyárson tedd az asztalra, a csípős szószt pedig üvegtálakba.
2) Az étvágygerjesztőbb szín érdekében adjunk a húsgombócokhoz egy teáskanál paprikát. Sütéskor nagyon szép vöröses árnyalatot és pikánsabb ízt kapnak a húsgombócok."
87,https://www.bucataras.ro/retete/din-bucataria-bunicii--mancarea-cosasilor-1529.html,https://www.bucataras.ro/uploads/modules/news/1529/656x440_din-bucataria-bunicii--mancarea-cosasilor-6427.jpg,4,30,A nagymama konyhájából - Kósék ételei,"A napokban eszembe jutott egyfajta étel, amit az erdélyi szántóföldekről lucerna betakarítására alkalmazottak gyakran kaptak délben, egy kiadós szelet tűzhelyen sült kenyérrel és egy sült szalonnával, egy kancsós jószág kíséretében. hideg forrásvízzel. Ma már nem viselik sem a ""cosassiit"", sem a kidőlt fák árnyékában felszolgált kiadós ételeket. A Kolozsvártól mintegy 20 kilométerre fekvő Tureni mezőin még mindig hideg víz rejtőzik. Ott ettem utoljára ilyen ételt, hogy bebizonyítsam, a városiak is tudnak kaszát kézben tartani. Még jó, hogy nem vágtam le a lábam, hanem a tavasz legendáját választottam, amiről majd egy másik alkalommal mesélek, amikor megmutatom azt a csodálatos, egyedi, hagyományos tortát, amit a nagymamák a környékről. a világ alkotta. Most megállok a babkrémnél, a ""cosas ételénél"", amely olyan könnyű és mégis egyenletes, csak ezekre a forró nyári napokra jó.","1,5 kg zöldbab
4 gerezd fokhagyma
150 ml olívaolaj
só,
bors,
vegyesfűszer,
Babérlevél
petrezselyem","1) A fokhagymás majonézhez törjük össze a fokhagymagerezdeket, adjunk hozzá egy csipet sót és dörzsöljük. Ezután fokozatosan adjunk hozzá 100 ml olívaolajat, amíg egyenletes, fehéres és fűszeres majonézt nem kapunk. Ha túl sűrű, hígítsuk fel 1-2 evőkanál gyenge joghurttal
2) Csak a tálalás pillanatában adjunk hozzá fokhagymás majonézt, és tegyünk rá egy keveset. Inkább tálban hozzuk az asztalra, ahonnan mindenki tetszés szerint rakhatja a tányérjára.
3) Hagyományosan minél több fokhagyma van benne, annál finomabb. Aki nem eszik könnyű ételeket, az tehet bele 1-2 szelet sült sonkát, tojást vagy sült kolbászt."
87,https://www.bucataras.ro/retete/salata-de-vinete-1549.html,https://www.bucataras.ro/uploads/modules/news/1549/656x440_salata-de-vinete-6507.jpg,-,30,Padlizsán saláta,Miha-t másoltam dekorációnak...,"padlizsán
hagyma
só
olaj","1) A fokhagymás majonézhez törjük össze a fokhagymagerezdeket, adjunk hozzá egy csipet sót és dörzsöljük. Ezután fokozatosan adjunk hozzá 100 ml olívaolajat, amíg egyenletes, fehéres és fűszeres majonézt nem kapunk. Ha túl sűrű, hígítsuk fel 1-2 evőkanál gyenge joghurttal
2) Csak a tálalás pillanatában adjunk hozzá fokhagymás majonézt, és tegyünk rá egy keveset. Inkább tálban hozzuk az asztalra, ahonnan mindenki tetszés szerint rakhatja a tányérjára.
3) Hagyományosan minél több fokhagyma van benne, annál finomabb. Aki nem eszik könnyű ételeket, az tehet bele 1-2 szelet sült sonkát, tojást vagy sült kolbászt."
87,https://www.bucataras.ro/retete/mancarica-de-vinete-cu-usturoi-1581.html,https://www.bucataras.ro/uploads/modules/news/1581/656x440_mancarica-de-vinete-cu-usturoi-6634.jpg,4,60,FOKHAGYMÁS PADLIZSÁNÉTEL,"Egyszerűen finom, hideg, nyári különlegesség, amit mindig édesanyám készít!","4-5 db nagyobb padlizsán
2-3 kaliforniai paprika + egy csípős paprika
2 hagyma
6-7 friss paradicsom, jól érett
egy fej fokhagyma
1 evőkanál kakukkfű
1 csokor friss petrezselyem
só bors","1) A fokhagymás majonézhez törjük össze a fokhagymagerezdeket, adjunk hozzá egy csipet sót és dörzsöljük. Ezután fokozatosan adjunk hozzá 100 ml olívaolajat, amíg egyenletes, fehéres és fűszeres majonézt nem kapunk. Ha túl sűrű, hígítsuk fel 1-2 evőkanál gyenge joghurttal
2) Csak a tálalás pillanatában adjunk hozzá fokhagymás majonézt, és tegyünk rá egy keveset. Inkább tálban hozzuk az asztalra, ahonnan mindenki tetszés szerint rakhatja a tányérjára.
3) Hagyományosan minél több fokhagyma van benne, annál finomabb. Aki nem eszik könnyű ételeket, az tehet bele 1-2 szelet sült sonkát, tojást vagy sült kolbászt."
87,https://www.bucataras.ro/retete/orez-cu-legume-1630.html,https://www.bucataras.ro/uploads/modules/news/1630/656x440_orez-cu-legume-6758.jpg,-,30,Rizs zöldségekkel,"Egyszerűen finom, hideg, nyári különlegesség, amit mindig édesanyám készít!","-fagyasztott rizs-zöldség vagy egyszerűen csak finom gomba, só, bors, sajt vagy reszelt parmezán sajt.-","1) A fokhagymás majonézhez törjük össze a fokhagymagerezdeket, adjunk hozzá egy csipet sót és dörzsöljük. Ezután fokozatosan adjunk hozzá 100 ml olívaolajat, amíg egyenletes, fehéres és fűszeres majonézt nem kapunk. Ha túl sűrű, hígítsuk fel 1-2 evőkanál gyenge joghurttal
2) Csak a tálalás pillanatában adjunk hozzá fokhagymás majonézt, és tegyünk rá egy keveset. Inkább tálban hozzuk az asztalra, ahonnan mindenki tetszés szerint rakhatja a tányérjára.
3) Hagyományosan minél több fokhagyma van benne, annál finomabb. Aki nem eszik könnyű ételeket, az tehet bele 1-2 szelet sült sonkát, tojást vagy sült kolbászt."
87,https://www.bucataras.ro/retete/salam-de-biscuiti-reteta-cu-banane-1686.html,https://www.bucataras.ro/uploads/modules/news/1686/656x440_salam-de-biscuiti-cu-banane-6792.jpg,-,60,Kekszszalámi recept banánnal,Keksz szalámi recept,"Keksz szalámi recept
1 kg szar, itt Görögországban kaptam szart mandulával/dióval/mogyoróval
1 kg böjt keksz, vagy 4 db kb.250 g-os csomag
2 csésze vizet
1 csomag növényi margarin, 250g
kókuszdió
4-6 banán (ha nem illik, úgyis mind tápláló :D)
1 csomag kakaót, vagy amennyit akarsz, én személy szerint nagyon szerettem volna :D
ha sima szart veszel, akkor diót/mogyorót/mandulát vehetsz külön, kb 250g vagy mazsolát (nem szeretem...de aromás)
a csomagoláshoz műanyag fóliára is szüksége lesz","1) A fokhagymás majonézhez törjük össze a fokhagymagerezdeket, adjunk hozzá egy csipet sót és dörzsöljük. Ezután fokozatosan adjunk hozzá 100 ml olívaolajat, amíg egyenletes, fehéres és fűszeres majonézt nem kapunk. Ha túl sűrű, hígítsuk fel 1-2 evőkanál gyenge joghurttal
2) Csak a tálalás pillanatában adjunk hozzá fokhagymás majonézt, és tegyünk rá egy keveset. Inkább tálban hozzuk az asztalra, ahonnan mindenki tetszés szerint rakhatja a tányérjára.
3) Hagyományosan minél több fokhagyma van benne, annál finomabb. Aki nem eszik könnyű ételeket, az tehet bele 1-2 szelet sült sonkát, tojást vagy sült kolbászt."
87,https://www.bucataras.ro/retete/gogosele-cu-miere-si-scortisoara-de-post--1729.html,https://www.bucataras.ro/uploads/modules/news/1729/656x440_gogosele-cu-miere-si-scortisoara-de-post--6978.jpg,10,15,Fánk mézzel és fahéjjal (böjt),----------- (Loukoumades),"egy nagy csésze meleg víz, körülbelül 300 ml
2 csésze víz szobahőmérsékleten
250-300 g liszt
1 csomag száraz élesztő (6-8 gr)
1 teáskanál sót
1 csomag vanillincukor
5 evőkanál cukor
2 teáskanál citromhéj (elhagyható)
édesem
fahéj
olaj a sütéshez
-","1) A fokhagymás majonézhez törjük össze a fokhagymagerezdeket, adjunk hozzá egy csipet sót és dörzsöljük. Ezután fokozatosan adjunk hozzá 100 ml olívaolajat, amíg egyenletes, fehéres és fűszeres majonézt nem kapunk. Ha túl sűrű, hígítsuk fel 1-2 evőkanál gyenge joghurttal
2) Csak a tálalás pillanatában adjunk hozzá fokhagymás majonézt, és tegyünk rá egy keveset. Inkább tálban hozzuk az asztalra, ahonnan mindenki tetszés szerint rakhatja a tányérjára.
3) Hagyományosan minél több fokhagyma van benne, annál finomabb. Aki nem eszik könnyű ételeket, az tehet bele 1-2 szelet sült sonkát, tojást vagy sült kolbászt."
87,https://www.bucataras.ro/retete/mancarica-de-vara-cu-mamaliguta-1738.html,https://www.bucataras.ro/uploads/modules/news/1738/656x440_mancarica-de-vara-cu-mamaliguta-9162.jpg,4,60,Nyári étel mamaligutával,"Ancuta ételeitől és főleg a nagymama kertjéből származó friss zöldségektől inspirálva gyorsan összeállítottam egy egyszerű és rendkívül finom ételt! hidegen, ropogós kenyérrel fogyasztva, finom! És forrón, mamaligutával ettem, szuper jó!","3 kis padlizsán
3 kaliforniai paprika
3 nagy és jól érett paradicsom
egy cukkini
egy nagy vöröshagyma
néhány gerezd fokhagyma
Babérlevél
só, bors, kakukkfű","1) A csípős borsot apróra vágva adhatjuk az ételekhez. Azért nem tettem, mert a törpök jobban ízlik :)"
87,https://www.bucataras.ro/retete/cartofi-picanti-la-cuptor-1778.html,https://www.bucataras.ro/uploads/modules/news/1778/656x440_cartofi-picanti-la-cuptor-7160.jpg,4,60,Fűszeres burgonya a sütőben,"Ancuta ételeitől és főleg a nagymama kertjéből származó friss zöldségektől inspirálva gyorsan összeállítottam egy egyszerű és rendkívül finom ételt! hidegen, ropogós kenyérrel fogyasztva, finom! És forrón, mamaligutával ettem, szuper jó!","4 burgonya
2 gerezd fokhagyma
2-3 evőkanál olívaolaj
2 evőkanál zsemlemorzsa
só, bors
kakukkfű
rozmaring","1) A csípős borsot apróra vágva adhatjuk az ételekhez. Azért nem tettem, mert a törpök jobban ízlik :)"
87,https://www.bucataras.ro/retete/fasole-batuta-1782.html,https://www.bucataras.ro/uploads/modules/news/1782/656x440_fasole-batuta-9116.jpg,8,90,Felvert bab,"Nagyon finom sült kolbásszal tálalva! Vagy egy szelet kenyérre és egy lilahagymára, mmmmmm! Vagy valami savanyúság....mondjak még??","1/2 kg száraz bab
egy hagyma
1 nagy sárgarépa
fél zeller
egy kaliforniai paprika
Babérlevél
só, bors, kakukkfű, száraz menta, édes paprika
egy doboz paradicsom húslevesben (vagy 2 evőkanál paradicsompüré)
egy pikkelyes hagyma
egy fej fokhagyma
finomra vágott friss leustean
olaj","1) Ne dobja ki a levet, amelyben a bab főtt! Adjunk hozzá egy csésze főtt babot és zöldségeket, keverjük össze a levével, adjunk hozzá egy csésze borscsot és 2-3 apróra vágott paradicsomot, és forraljuk még 10 percig! finom leves vagy bableves lesz belőle!
2) A babborscshoz adhatunk füstölt rövid tarját vagy kaizert. Feltétlenül szórjunk a tetejére apróra vágott leusteánt!"
87,https://www.bucataras.ro/retete/pipirighei-tinghisiti-1865.html,https://www.bucataras.ro/uploads/modules/news/1865/656x440_pipirighei-tinghisiti-7459.jpg,-,60,Pipirighei Tinghisiti,"A receptet egy előkelő teghirghioli hölgytől, Sica Draghicitől kaptam. Megettem, elkészítettem, és elmondhatom, hogy őrült az ízlelőbimbóknak.","10 paprika
4 nagy paradicsom
olaj
1 fej fokhagyma
1 teáskanál cukor
só
bors
petrezselyem
babérlevél","1) Ne dobja ki a levet, amelyben a bab főtt! Adjunk hozzá egy csésze főtt babot és zöldségeket, keverjük össze a levével, adjunk hozzá egy csésze borscsot és 2-3 apróra vágott paradicsomot, és forraljuk még 10 percig! finom leves vagy bableves lesz belőle!
2) A babborscshoz adhatunk füstölt rövid tarját vagy kaizert. Feltétlenül szórjunk a tetejére apróra vágott leusteánt!"
87,https://www.bucataras.ro/retete/ghiveci-de-toamna-1998.html,https://www.bucataras.ro/uploads/modules/news/1998/656x440_ghiveci-de-toamna-8076.jpg,-,60,Őszi edények,"A receptet egy előkelő teghirghioli hölgytől, Sica Draghicitől kaptam. Megettem, elkészítettem, és elmondhatom, hogy őrült az ízlelőbimbóknak.","padlizsán
különböző színű paprika
hagyma
sárgarépa
egy marék zöldbabot
erős paprika (elhagyható)
1 lg kényes
3 l olívaolaj
4 csésze vizet
3 l paradicsomleves
petrezselyem","1) Ne dobja ki a levet, amelyben a bab főtt! Adjunk hozzá egy csésze főtt babot és zöldségeket, keverjük össze a levével, adjunk hozzá egy csésze borscsot és 2-3 apróra vágott paradicsomot, és forraljuk még 10 percig! finom leves vagy bableves lesz belőle!
2) A babborscshoz adhatunk füstölt rövid tarját vagy kaizert. Feltétlenül szórjunk a tetejére apróra vágott leusteánt!"
